Specimen properties : Thickness,"2.80000",mm
Specimen properties : Width,"13.40000",mm
Specimen properties : Support span,"44.80000",mm

Time,Extension,Load
(s),(mm),(kgf)
"41.20000","2.74559","0.55300"
"41.30000","2.75230","0.55391"
"41.40000","2.75866","0.55439"
"41.50000","2.76506","0.55453"
"41.60000","2.77163","0.55507"
"41.70000","2.77870","0.55581"
"41.80000","2.78545","0.55637"
"41.90000","2.79181","0.55636"
"42.00000","2.79877","0.55754"
"42.10000","2.80534","0.55796"
"42.20000","2.81200","0.55864"
"42.30000","2.81844","0.55909"
"42.40000","2.82505","0.55935"
"42.50000","2.83193","0.55985"
"42.60000","2.83856","0.56064"
"42.70000","2.84518","0.56074"
"42.80000","2.85217","0.56108"
"42.90000","2.85887","0.56155"
"43.00000","2.86552","0.56190"
"43.10000","2.87169","0.56189"
"43.20000","2.87831","0.56214"
"43.30000","2.88543","0.56327"
"43.40000","2.89203","0.56307"
"43.50000","2.89866","0.56315"
"43.60000","2.90530","0.56419"
"43.70000","2.91218","0.56430"
"43.80000","2.91886","0.56486"
"43.90000","2.92514","0.56462"
"44.00000","2.93164","0.56556"
"44.10000","2.93859","0.56615"
"44.20000","2.94538","0.56653"
"44.30000","2.95200","0.56694"
"44.40000","2.95859","0.56734"
"44.50000","2.96547","0.56822"
"44.60000","2.97210","0.56856"
"44.70000","2.97865","0.56879"
"44.80000","2.98506","0.56982"
"44.90000","2.99192","0.56986"
"45.00000","2.99861","0.57040"
"45.10000","3.00521","0.57079"
"45.20000","3.01193","0.57161"
"45.30000","3.01901","0.57215"
"45.40000","3.02558","0.57251"
"45.50000","3.03190","0.57264"
"45.60000","3.03831","0.57309"
"45.70000","3.04530","0.57368"
"45.80000","3.05224","0.57422"
"45.90000","3.05871","0.57420"
"46.00000","3.06514","0.57465"
"46.10000","3.07190","0.57526"
"46.20000","3.07887","0.57601"
"46.30000","3.08539","0.57569"
"46.40000","3.09176","0.57604"
"46.50000","3.09841","0.57679"
"46.60000","3.10521","0.57746"
"46.70000","3.11199","0.57762"
"46.80000","3.11862","0.57800"
"46.90000","3.12538","0.57859"
"47.00000","3.13203","0.57898"
"47.10000","3.13865","0.57918"
"47.20000","3.14506","0.57939"
"47.30000","3.15186","0.58027"
"47.40000","3.15868","0.58041"
"47.50000","3.16527","0.58045"
"47.60000","3.17172","0.58112"
"47.70000","3.17869","0.58141"
"47.80000","3.18578","0.58212"
"47.90000","3.19222","0.58223"
"48.00000","3.19841","0.58215"
"48.10000","3.20489","0.58264"
"48.20000","3.21205","0.58322"
"48.30000","3.21881","0.58348"
"48.40000","3.22530","0.58402"
"48.50000","3.23192","0.58407"
"48.60000","3.23855","0.58473"
"48.70000","3.24562","0.58498"
"48.80000","3.25197","0.58566"
"48.90000","3.25834","0.58578"
"49.00000","3.26521","0.58615"
"49.10000","3.27192","0.58649"
"49.20000","3.27872","0.58702"
"49.30000","3.28540","0.58737"
"49.40000","3.29228","0.58815"
"49.50000","3.29882","0.58789"
"49.60000","3.30509","0.58841"
"49.70000","3.31167","0.58833"
"49.80000","3.31866","0.58881"
"49.90000","3.32540","0.58913"
"50.00000","3.33198","0.58969"
"50.10000","3.33854","0.58983"
"50.20000","3.34556","0.59062"
"50.30000","3.35232","0.59062"
"50.40000","3.35866","0.59102"
"50.50000","3.36488","0.59142"
"50.60000","3.37173","0.59179"
"50.70000","3.37875","0.59218"
"50.80000","3.38552","0.59272"
"50.90000","3.39187","0.59274"
"51.00000","3.39858","0.59360"
"51.10000","3.40531","0.59382"
"51.20000","3.41200","0.59391"
"51.30000","3.41846","0.59408"
"51.40000","3.42512","0.59458"
"51.50000","3.43180","0.59480"
"51.60000","3.43852","0.59515"
"51.70000","3.44516","0.59557"
"51.80000","3.45228","0.59665"
"51.90000","3.45895","0.59662"
"52.00000","3.46532","0.59709"
"52.10000","3.47162","0.59715"
"52.20000","3.47827","0.59815"
"52.30000","3.48564","0.59857"
"52.40000","3.49211","0.59843"
"52.50000","3.49843","0.59906"
"52.60000","3.50517","0.59928"
"52.70000","3.51228","0.60008"
"52.80000","3.51905","0.60059"
"52.90000","3.52518","0.60061"
"53.00000","3.53148","0.60116"
"53.10000","3.53840","0.60212"
"53.20000","3.54546","0.60271"
"53.30000","3.55208","0.60333"
"53.40000","3.55864","0.60385"
"53.50000","3.56532","0.60448"
"53.60000","3.57204","0.60517"
"53.70000","3.57865","0.60532"
"53.80000","3.58508","0.60530"
"53.90000","3.59203","0.60638"
"54.00000","3.59851","0.60669"
"54.10000","3.60512","0.60719"
"54.20000","3.61186","0.60776"
"54.30000","3.61916","0.60850"
"54.40000","3.62574","0.60861"
"54.50000","3.63167","0.60882"
"54.60000","3.63809","0.60921"
"54.70000","3.64531","0.61059"
"54.80000","3.65238","0.61096"
"54.90000","3.65878","0.61142"
"55.00000","3.66501","0.61161"
"55.10000","3.67190","0.61203"
"55.20000","3.67903","0.61284"
"55.30000","3.68550","0.61300"
"55.40000","3.69180","0.61331"
"55.50000","3.69825","0.61378"
"55.60000","3.70518","0.61450"
"55.70000","3.71200","0.61535"
"55.80000","3.71871","0.61554"
"55.90000","3.72558","0.61642"
"56.00000","3.73197","0.61671"
"56.10000","3.73857","0.61681"
"56.20000","3.74511","0.61771"
"56.30000","3.75192","0.61859"
"56.40000","3.75885","0.61897"
"56.50000","3.76510","0.61953"
"56.60000","3.77159","0.61992"
"56.70000","3.77871","0.62113"
"56.80000","3.78593","0.62178"
"56.90000","3.79221","0.62180"
"57.00000","3.79832","0.62194"
"57.10000","3.80471","0.62240"
"57.20000","3.81203","0.62298"
"57.30000","3.81904","0.62301"
"57.40000","3.82535","0.62367"
"57.50000","3.83177","0.62399"
"57.60000","3.83862","0.62419"
"57.70000","3.84562","0.62492"
"57.80000","3.85202","0.62447"
"57.90000","3.85834","0.62466"
"58.00000","3.86518","0.62539"
"58.10000","3.87192","0.62544"
"58.20000","3.87865","0.62573"
"58.30000","3.88544","0.62626"
"58.40000","3.89233","0.62697"
"58.50000","3.89877","0.62660"
"58.60000","3.90503","0.62713"
"58.70000","3.91167","0.62734"
"58.80000","3.91881","0.62756"
"58.90000","3.92543","0.62801"
"59.00000","3.93193","0.62814"
"59.10000","3.93836","0.62880"
"59.20000","3.94568","0.62929"
"59.30000","3.95251","0.62974"
"59.40000","3.95874","0.62964"
"59.50000","3.96498","0.62941"
"59.60000","3.97161","0.62959"
"59.70000","3.97872","0.63054"
"59.80000","3.98559","0.63066"
"59.90000","3.99188","0.63052"
"60.00000","3.99856","0.63070"
"60.10000","4.00520","0.63139"
"60.20000","4.01207","0.63133"
"60.30000","4.01858","0.63147"
"60.40000","4.02515","0.63194"
"60.50000","4.03183","0.63218"
"60.60000","4.03846","0.63244"
"60.70000","4.04524","0.63264"
"60.80000","4.05220","0.63305"
"60.90000","4.05887","0.63336"
"61.00000","4.06540","0.63312"
"61.10000","4.07164","0.63342"
"61.20000","4.07828","0.63348"
"61.30000","4.08551","0.63405"
"61.40000","4.09214","0.63404"
"61.50000","4.09854","0.63419"
"61.60000","4.10518","0.63514"
"61.70000","4.11226","0.63530"
"61.80000","4.11899","0.63533"
"61.90000","4.12517","0.63500"
"62.00000","4.13158","0.63551"
"62.10000","4.13838","0.63571"
"62.20000","4.14550","0.63636"
"62.30000","4.15215","0.63674"
"62.40000","4.15860","0.63681"
"62.50000","4.16536","0.63692"
"62.60000","4.17194","0.63640"
"62.70000","4.17865","0.63667"
"62.80000","4.18514","0.63691"
"62.90000","4.19196","0.63672"
"63.00000","4.19866","0.63663"
"63.10000","4.20511","0.63690"
"63.20000","4.21195","0.63757"
"63.30000","4.21911","0.63803"
"63.40000","4.22564","0.63832"
"63.50000","4.23184","0.63837"
"63.60000","4.23820","0.63845"
"63.70000","4.24531","0.63948"
"63.80000","4.25224","0.63906"
"63.90000","4.25867","0.63935"
"64.00000","4.26504","0.63875"
"64.10000","4.27186","0.63971"
"64.20000","4.27896","0.64038"
"64.30000","4.28546","0.64017"
"64.40000","4.29174","0.63971"
"64.50000","4.29841","0.64057"
"64.60000","4.30526","0.64076"
"64.70000","4.31199","0.64066"
"64.80000","4.31856","0.64099"
"64.90000","4.32542","0.64118"
"65.00000","4.33202","0.64150"
"65.10000","4.33855","0.64123"
"65.20000","4.34506","0.64151"
"65.30000","4.35184","0.64206"
"65.40000","4.35873","0.64235"
"65.50000","4.36520","0.64252"
"65.60000","4.37171","0.64247"
"65.70000","4.37881","0.64342"
"65.80000","4.38582","0.64302"
"65.90000","4.39218","0.64313"
"66.00000","4.39834","0.64287"
"66.10000","4.40485","0.64267"
"66.20000","4.41207","0.64376"
"66.30000","4.41884","0.64344"
"66.40000","4.42535","0.64315"
"66.50000","4.43192","0.64294"
"66.60000","4.43857","0.64323"
"66.70000","4.44556","0.64294"
"66.80000","4.45200","0.64277"
"66.90000","4.45837","0.64284"
"67.00000","4.46515","0.64318"
"67.10000","4.47192","0.64323"
"67.20000","4.47858","0.64327"
"67.30000","4.48536","0.64386"
"67.40000","4.49238","0.64390"
"67.50000","4.49872","0.64372"
"67.60000","4.50495","0.64295"
"67.70000","4.51165","0.64331"
"67.80000","4.51877","0.64356"
"67.90000","4.52542","0.64298"
"68.00000","4.53199","0.64310"
"68.10000","4.53841","0.64360"
"68.20000","4.54564","0.64378"
"68.30000","4.55247","0.64415"
"68.40000","4.55871","0.64356"
"68.50000","4.56496","0.64376"
"68.60000","4.57158","0.64446"
"68.70000","4.57871","0.64412"
"68.80000","4.58555","0.64496"
"68.90000","4.59196","0.64518"
"69.00000","4.59853","0.64492"
"69.10000","4.60520","0.64506"
"69.20000","4.61209","0.64456"
"69.30000","4.61851","0.64453"
"69.40000","4.62516","0.64502"
"69.50000","4.63183","0.64464"
"69.60000","4.63842","0.64496"
"69.70000","4.64526","0.64437"
"69.80000","4.65231","0.64512"
"69.90000","4.65888","0.64467"
"70.00000","4.66525","0.64499"
"70.10000","4.67156","0.64520"
"70.20000","4.67830","0.64505"
"70.30000","4.68560","0.64527"
"70.40000","4.69217","0.64504"
"70.50000","4.69852","0.64466"
"70.60000","4.70514","0.64584"
"70.70000","4.71223","0.64619"
"70.80000","4.71900","0.64562"
"70.90000","4.72523","0.64579"
"71.00000","4.73151","0.64615"
"71.10000","4.73838","0.64603"
"71.20000","4.74551","0.64615"
"71.30000","4.75207","0.64583"
"71.40000","4.75870","0.64593"
"71.50000","4.76538","0.64554"
"71.60000","4.77194","0.64514"
"71.70000","4.77864","0.64553"
"71.80000","4.78508","0.64521"
"71.90000","4.79208","0.64527"
"72.00000","4.79860","0.64518"
"72.10000","4.80512","0.64509"
"72.20000","4.81188","0.64581"
"72.30000","4.81908","0.64631"
"72.40000","4.82573","0.64549"
"72.50000","4.83178","0.64529"
"72.60000","4.83814","0.64487"
"72.70000","4.84532","0.64545"
"72.80000","4.85236","0.64511"
"72.90000","4.85880","0.64497"
"73.00000","4.86501","0.64471"
"73.10000","4.87187","0.64583"
"73.20000","4.87891","0.64586"
"73.30000","4.88550","0.64546"
"73.40000","4.89180","0.64539"
"73.50000","4.89830","0.64544"
"73.60000","4.90511","0.64491"
"73.70000","4.91199","0.64544"
"73.80000","4.91864","0.64482"
"73.90000","4.92559","0.64501"
"74.00000","4.93204","0.64454"
"74.10000","4.93850","0.64417"
"74.20000","4.94516","0.64435"
"74.30000","4.95190","0.64350"
"74.40000","4.95879","0.64337"
"74.50000","4.96521","0.64326"
"74.60000","4.97155","0.64300"
"74.70000","4.97873","0.64360"
"74.80000","4.98583","0.64374"
"74.90000","4.99225","0.64323"
"75.00000","4.99840","0.64258"
"75.10000","5.00480","0.64283"
"75.20000","5.01211","0.64274"
"75.30000","5.01888","0.64262"
"75.40000","5.02534","0.64200"
"75.50000","5.03189","0.64079"
"75.60000","5.03856","0.64198"
"75.70000","5.04558","0.64183"
"75.80000","5.05196","0.64097"
"75.90000","5.05837","0.64059"
"76.00000","5.06517","0.64090"
"76.10000","5.07181","0.64093"
"76.20000","5.07868","0.64066"
"76.30000","5.08543","0.64031"
"76.40000","5.09240","0.64015"
"76.50000","5.09870","0.64002"
"76.60000","5.10496","0.63965"
"76.70000","5.11177","0.63934"
"76.80000","5.11878","0.63952"
"76.90000","5.12549","0.63899"
"77.00000","5.13195","0.63882"
"77.10000","5.13837","0.63884"
"77.20000","5.14562","0.63863"
"77.30000","5.15245","0.63831"
"77.40000","5.15872","0.63799"
"77.50000","5.16487","0.63706"
"77.60000","5.17153","0.63758"
"77.70000","5.17879","0.63768"
"77.80000","5.18555","0.63708"
"77.90000","5.19189","0.63693"
"78.00000","5.19846","0.63603"
"78.10000","5.20517","0.63584"
"78.20000","5.21204","0.63557"
"78.30000","5.21849","0.63491"
"78.40000","5.22517","0.63481"
"78.50000","5.23178","0.63417"
"78.60000","5.23845","0.63383"
"78.70000","5.24522","0.63324"
"78.80000","5.25235","0.63310"
"78.90000","5.25890","0.63226"
"79.00000","5.26531","0.63140"
"79.10000","5.27153","0.63099"
"79.20000","5.27831","0.63078"
"79.30000","5.28557","0.63092"
"79.40000","5.29215","0.62987"
"79.50000","5.29851","0.62889"
"79.60000","5.30508","0.62891"
"79.70000","5.31228","0.62860"
